key,owner,repo,crate_names,status,attempts,last_error,last_attempt_ts
ridiculousfish/regress,ridiculousfish,regress,regress,success,1,,2025-11-28T04:38:27Z
rise0chen/will_exit,rise0chen,will_exit,will_exit,success,1,,2025-11-28T04:39:31Z
rivy/rs.assert-lux,rivy,rs.assert-lux,assert-lux,success,1,,2025-11-20T00:46:39Z
rjzak/app-memory-usage-fetcher,rjzak,app-memory-usage-fetcher,app-memory-usage-fetcher,success,1,,2025-11-28T04:41:01Z
rksm/hot-lib-reloader-rs,rksm,hot-lib-reloader-rs,hot-lib-reloader,success,1,,2025-11-20T00:39:23Z
rkusa/cabin,rkusa,cabin,cabin-macros,pending,0,,
rkyv/bytecheck,rkyv,bytecheck,bytecheck_derive,success,1,,2025-11-28T04:40:45Z
rlink-rs/rlink-rs,rlink-rs,rlink-rs,rlink-files-connector,success,1,,2025-11-28T04:38:59Z
rmqtt/rmqtt,rmqtt,rmqtt,rmqtt-http-api,success,1,,2025-11-30T03:49:45Z
rmsthebest/upside-down,rmsthebest,upside-down,upside-down,pending,0,,
robert-oleynik/tf-bindgen,robert-oleynik,tf-bindgen,tf-bindgen,pending,0,,
robertknight/len,robertknight,len,len,success,1,,2025-11-28T04:39:16Z
robertohuertasm/cognito-user-reader,robertohuertasm,cognito-user-reader,cognito-user-reader,pending,0,,
robjsliwa/jwt-rustcrypto,robjsliwa,jwt-rustcrypto,jwt-rustcrypto,success,1,,2025-11-28T04:38:42Z
roblox-rs/bindings,roblox-rs,bindings,roblox-rs-cli,success,1,,2025-11-20T00:46:49Z
robmoss/rusty_train,robmoss,rusty_train,n18hex,pending,0,,
robo9k/rust-magic-sys,robo9k,rust-magic-sys,magic-sys,success,1,,2025-11-20T00:33:40Z
roboime/roboime-next,roboime,roboime-next,roboime-next,pending,0,,
rodrigodelphino/RBytesConsultaCEP,rodrigodelphino,RBytesConsultaCEP,rbytes_consulta_cep,success,1,,2025-11-20T00:46:43Z
roeeshoshani/rydis,roeeshoshani,rydis,rydis,success,1,,2025-11-20T00:46:39Z
rolldown/rolldown,rolldown,rolldown,maudit_rolldown_ecmascript_utils,success,1,,2025-11-28T04:38:46Z
rope-bridge/nylon,rope-bridge,nylon,nylon,pending,0,,
roslibrust/roslibrust,roslibrust,roslibrust,roslibrust_ros1,success,1,,2025-11-20T00:47:55Z
rostyq/find-affine-rs,rostyq,find-affine-rs,find-affine,pending,0,,
rpcpool/yellowstone-vixen,rpcpool,yellowstone-vixen,yellowstone-vixen-raydium-clmm-parser,pending,0,,
rsimon64-gh/grrs,rsimon64-gh,grrs,grrs_clone,failed,1,git clone failed: Cloning into 'repos/rsimon64-gh/grrs'... | remote: Invalid username or token. Password authentication is not supported for Git operations. | fatal: Authentication failed for 'https://github.com/rsimon64-gh/grrs.git/',2025-11-28T04:40:59Z
rsocket/rsocket-rust,rsocket,rsocket-rust,"rsocket_rust_transport_unix,rsocket_rust_transport_tcp",success,1,,2025-11-28T04:39:00Z
rspencer01/microjson,rspencer01,microjson,microjson,success,1,,2025-11-20T00:33:17Z
rstlix0x0/rstdev,rstlix0x0,rstdev,rstdev-domain,success,1,,2025-11-28T04:40:58Z
rtic-rs/rtic-syntax,rtic-rs,rtic-syntax,rtic-syntax,success,1,,2025-11-20T00:32:42Z
rtreactive/rtactor-rs,rtreactive,rtactor-rs,rtactor,success,1,,2025-11-28T04:40:35Z
rubik/calamari,rubik,calamari,calamari,pending,0,,
ruiiiijiiiiang/fire_in_the_term,ruiiiijiiiiang,fire_in_the_term,fire_in_the_term,pending,0,,
rukai/ggbasm,rukai,ggbasm,ggbasm,pending,0,,
rumenov/rust,rumenov,rust,periodic-closure,success,1,,2025-11-28T04:38:59Z
runmat-org/runmat,runmat-org,runmat,runmat-lexer,success,1,,2025-11-28T04:39:06Z
runtimed/runtimed,runtimed,runtimed,ollama-kernel,pending,0,,
rusoto/rusoto,rusoto,rusoto,rusoto_qldb_session,success,1,,2025-11-28T04:40:50Z
rusqlite/rusqlite,rusqlite,rusqlite,rusqlite,success,1,,2025-11-28T04:38:24Z
rust-adventure/bevy-examples,rust-adventure,bevy-examples,bevy_shader_utils,pending,0,,
rust-av/av1-grain,rust-av,av1-grain,av1-grain,success,1,,2025-11-28T04:40:24Z
rust-av/libplacebo-rs,rust-av,libplacebo-rs,libplacebo-sys,success,1,,2025-11-28T04:38:38Z
rust-av/speexdsp-rs,rust-av,speexdsp-rs,speexdsp,pending,0,,
rust-av/svt-av1-rs,rust-av,svt-av1-rs,svt-av1-sys,pending,0,,
rust-bakery/nom,rust-bakery,nom,nom,success,1,,2025-11-28T04:38:12Z
rust-cli/config-rs,rust-cli,config-rs,config,success,1,,2025-11-28T04:38:35Z
rust-cli/env_logger,rust-cli,env_logger,env_logger,success,1,,2025-11-28T04:38:16Z
rust-cli/paw,rust-cli,paw,paw-raw,pending,0,,
rust-console/gba-hal,rust-console,gba-hal,gba-hal,pending,0,,
rust-db/refinery,rust-db,refinery,refinery_cli,success,1,,2025-11-20T00:49:08Z
rust-dd/async-safe-defer,rust-dd,async-safe-defer,async-safe-defer,pending,0,,
rust-embedded/embedded-hal,rust-embedded,embedded-hal,embedded-hal,success,1,,2025-11-28T04:37:44Z
rust-embedded/riscv,rust-embedded,riscv,"riscv-peripheral,riscv-pac",pending,0,,
rust-fp/crabs,rust-fp,crabs,crabs,failed,1,git clone failed: Cloning into 'repos/rust-fp/crabs'... | remote: Repository not found. | fatal: repository 'https://github.com/rust-fp/crabs.git/' not found,2025-11-28T04:39:03Z
rust-fuzz/arbitrary,rust-fuzz,arbitrary,arbitrary,success,1,,2025-11-28T04:37:36Z
rust-itertools/itertools,rust-itertools,itertools,itertools,success,1,,2025-11-28T04:37:34Z
rust-kotlin/minigrep_improved,rust-kotlin,minigrep_improved,minigrep_improved,pending,0,,
rust-lang-nursery/error-chain,rust-lang-nursery,error-chain,error-chain,success,1,,2025-11-28T04:37:33Z
rust-lang-nursery/failure,rust-lang-nursery,failure,failure,success,1,,2025-11-28T04:37:37Z
rust-lang-nursery/lazy-static.rs,rust-lang-nursery,lazy-static.rs,lazy_static,success,1,,2025-11-28T04:38:08Z
rust-lang/backtrace-rs,rust-lang,backtrace-rs,backtrace,success,1,,2025-11-28T04:37:33Z
rust-lang/cargo,rust-lang,cargo,home,success,1,,2025-11-28T04:38:04Z
rust-lang/cc-rs,rust-lang,cc-rs,cc,success,1,,2025-11-28T04:38:06Z
rust-lang/cfg-if,rust-lang,cfg-if,cfg-if,success,1,,2025-11-28T04:38:28Z
rust-lang/cmake-rs,rust-lang,cmake-rs,cmake,success,1,,2025-11-28T04:37:53Z
rust-lang/flate2-rs,rust-lang,flate2-rs,flate2,success,1,,2025-11-28T04:37:54Z
rust-lang/futures-rs,rust-lang,futures-rs,"futures-core,futures-util,futures",success,1,,2025-11-28T04:38:19Z
rust-lang/git2-rs,rust-lang,git2-rs,git2,success,1,,2025-11-28T04:38:00Z
rust-lang/glob,rust-lang,glob,glob,success,1,,2025-11-28T04:38:06Z
rust-lang/hashbrown,rust-lang,hashbrown,hashbrown,success,1,,2025-11-28T04:38:20Z
rust-lang/libc,rust-lang,libc,libc,success,1,,2025-11-28T04:38:30Z
rust-lang/literal-escaper,rust-lang,literal-escaper,rustc-literal-escaper,success,1,,2025-11-20T00:36:42Z
rust-lang/log,rust-lang,log,log,success,1,,2025-11-28T04:38:13Z
rust-lang/pkg-config-rs,rust-lang,pkg-config-rs,pkg-config,success,1,,2025-11-28T04:37:35Z
rust-lang/regex,rust-lang,regex,"regex-lite,regex",success,1,,2025-11-28T04:37:59Z
rust-lang/rust-bindgen,rust-lang,rust-bindgen,bindgen,success,1,,2025-11-28T04:38:29Z
rust-lang/rustc-hash,rust-lang,rustc-hash,rustc-hash,success,1,,2025-11-28T04:38:20Z
rust-lang/rustc-serialize,rust-lang,rustc-serialize,rustc-serialize,success,1,,2025-11-28T04:37:40Z
rust-lang/rustfmt,rust-lang,rustfmt,rustfmt_emitter,success,1,,2025-11-20T00:44:06Z
rust-lang/socket2,rust-lang,socket2,socket2,success,1,,2025-11-28T04:38:08Z
rust-lang/tempdir,rust-lang,tempdir,tempdir,success,1,,2025-11-28T04:37:37Z
rust-ndarray/ndarray,rust-ndarray,ndarray,ndarray,success,1,,2025-11-28T04:38:36Z
rust-netlink/xfrmnetlink,rust-netlink,xfrmnetlink,xfrmnetlink,success,1,,2025-11-20T00:47:03Z
rust-num/num,rust-num,num,num,success,1,,2025-11-28T04:37:45Z
rust-num/num-bigint,rust-num,num-bigint,num-bigint,success,1,,2025-11-28T04:37:45Z
rust-num/num-derive,rust-num,num-derive,num-derive,success,1,,2025-11-28T04:37:40Z
rust-num/num-traits,rust-num,num-traits,num-traits,success,1,,2025-11-28T04:37:34Z
rust-openssl/rust-openssl,rust-openssl,rust-openssl,openssl,success,1,,2025-11-28T04:38:14Z
rust-osdev/acpi,rust-osdev,acpi,aml,success,1,,2025-11-20T00:53:00Z
rust-osdev/endian-num,rust-osdev,endian-num,endian-num,success,1,,2025-11-28T04:40:45Z
rust-phf/rust-phf,rust-phf,rust-phf,phf,success,1,,2025-11-28T04:38:24Z
rust-pretty-assertions/rust-pretty-assertions,rust-pretty-assertions,rust-pretty-assertions,pretty_assertions,success,1,,2025-11-28T04:37:33Z
rust-random/getrandom,rust-random,getrandom,getrandom,success,1,,2025-11-28T04:38:24Z
rust-random/rand,rust-random,rand,"rand_chacha,rand_core,rand",success,1,,2025-11-28T04:37:47Z
rust-random/rand_distr,rust-random,rand_distr,rand_distr,success,1,,2025-11-28T04:38:14Z
rust-rdf/rdf.rs,rust-rdf,rdf.rs,xsd,pending,0,,
rust-shogi-crates/shogi_official_kifu,rust-shogi-crates,shogi_official_kifu,shogi_official_kifu,success,1,,2025-11-20T00:37:59Z
rust-ui/cli,rust-ui,cli,ui-cli,success,1,,2025-11-20T00:34:09Z
rust-vmm/vhost-device,rust-vmm,vhost-device,vhost-device-input,success,1,,2025-11-20T00:46:36Z
rust-vmm/vm-superio,rust-vmm,vm-superio,vm-superio-ser,pending,0,,
rust-windowing/winit,rust-windowing,winit,awl,success,1,,2025-11-20T00:40:47Z
rustaudio/dasp,rustaudio,dasp,dasp_rms,success,1,,2025-11-28T04:40:17Z
rustgd/glsl-layout,rustgd,glsl-layout,glsl-layout,pending,0,,
rustkit/mdm,rustkit,mdm,mdm,failed,1,git clone failed: Cloning into 'repos/rustkit/mdm'... | remote: Repository not found. | fatal: repository 'https://github.com/rustkit/mdm.git/' not found,2025-11-28T04:39:59Z
rustkit/rta,rustkit,rta,rta,failed,1,git clone failed: Cloning into 'repos/rustkit/rta'... | remote: Repository not found. | fatal: repository 'https://github.com/rustkit/rta.git/' not found,2025-11-28T04:41:39Z
rustls/hyper-rustls,rustls,hyper-rustls,hyper-rustls,success,1,,2025-11-28T04:38:10Z
rustls/pemfile,rustls,pemfile,rustls-pemfile,success,1,,2025-11-28T04:38:14Z
rustls/rustls,rustls,rustls,rustls,success,1,,2025-11-28T04:37:47Z
rustls/tokio-rustls,rustls,tokio-rustls,tokio-rustls,success,1,,2025-11-28T04:37:44Z
rustls/webpki-roots,rustls,webpki-roots,webpki-roots,success,1,,2025-11-28T04:38:22Z
rustpq/pqcrypto,rustpq,pqcrypto,pqcrypto-falcon,pending,0,,
rustwasm/console_error_panic_hook,rustwasm,console_error_panic_hook,console_error_panic_hook,success,1,,2025-11-28T04:37:42Z
rustyhorde/twists,rustyhorde,twists,twists,failed,1,git clone failed: Cloning into 'repos/rustyhorde/twists'... | remote: Repository not found. | fatal: repository 'https://github.com/rustyhorde/twists.git/' not found,2025-11-28T04:39:07Z
rutrum/convert-case,rutrum,convert-case,convert_case,success,1,,2025-11-28T04:37:50Z
ruvnet/midstream,ruvnet,midstream,midstreamer-strange-loop,pending,0,,
rvolosatovs/wasmlet,rvolosatovs,wasmlet,wasmlet-cli,pending,0,,
ryanccn/moldau,ryanccn,moldau,moldau,success,1,,2025-11-20T00:40:08Z
ryankurte/rust-rolling-stats,ryankurte,rust-rolling-stats,rolling-stats,pending,0,,
rylev/welle,rylev,welle,welle,success,1,,2025-11-28T04:38:46Z
ryo33/egui_hooks,ryo33,egui_hooks,egui_hooks,success,1,,2025-11-28T04:40:47Z
ryo33/mmcp,ryo33,mmcp,mmcp-macros,success,1,,2025-11-28T04:38:38Z
ryzeon-dev/rsjson,ryzeon-dev,rsjson,rsjson,success,1,,2025-11-20T00:52:56Z
s-simoncelli/optirustic,s-simoncelli,optirustic,optirustic,pending,0,,
s-viour/codebake,s-viour,codebake,codebake,pending,0,,
saber-hq/anchor-gen,saber-hq,anchor-gen,anchor-idl,pending,0,,
saber-hq/vipers,saber-hq,vipers,tensor-vipers,success,1,,2025-11-20T00:38:56Z
sadikkuzu/qweazsxdc,sadikkuzu,qweazsxdc,qweazsxdc,success,1,,2025-11-28T04:40:57Z
sagebind/android-wakelock,sagebind,android-wakelock,android-wakelock,success,1,,2025-11-20T00:46:44Z
saibotd/tp-auto-kbbl,saibotd,tp-auto-kbbl,tp-auto-kbbl,pending,0,,
salmmanfred/rustDatabook,salmmanfred,rustDatabook,rustDatabook,success,1,,2025-11-28T04:39:35Z
salsa-rs/salsa,salsa-rs,salsa,gluon-salsa-macros,pending,0,,
sam0x17/macro_magic,sam0x17,macro_magic,macro_magic,success,1,,2025-11-20T00:42:58Z
sam0x17/quoth,sam0x17,quoth,quoth,success,1,,2025-11-28T04:39:17Z
sameer/svg2gcode,sameer,svg2gcode,svg2gcode,pending,0,,
samitbasu/rust-hdl,samitbasu,rust-hdl,rust_hdl_lib_widgets,success,1,,2025-11-20T00:42:54Z
samlink/rust_pinyin,samlink,rust_pinyin,rust-pinyin,success,1,,2025-11-20T00:48:08Z
sandwichfarm/showme,sandwichfarm,showme,showme,success,1,,2025-11-28T04:40:07Z
sanpii/lxc-rs,sanpii,lxc-rs,lxc,success,1,,2025-11-20T00:40:40Z
sapio-lang/sapio,sapio-lang,sapio,ctv_emulators,success,1,,2025-11-20T00:38:09Z
sarah-ek/gemm,sarah-ek,gemm,candle-gemm,pending,0,,
sardylan/rust-hamlib-client,sardylan,rust-hamlib-client,hamlib-client,success,1,,2025-11-20T00:39:53Z
saronic-technologies/libdebayer,saronic-technologies,libdebayer,libdebayer-sys,success,1,,2025-11-28T04:39:08Z
saronic-technologies/libinfer,saronic-technologies,libinfer,libinfer,pending,0,,
sat-galaxy/satgalaxy-rs,sat-galaxy,satgalaxy-rs,satgalaxy,pending,0,,
sathyajithps/openid-client,sathyajithps,openid-client,openid-client,pending,0,,
satlayer/satlayer-bvs,satlayer,satlayer-bvs,bvs-vault-bank,pending,0,,
saturday06/rust-openh264-sys,saturday06,rust-openh264-sys,openh264-sys,pending,0,,
saturnbtc/satellite,saturnbtc,satellite,borsh-derive-internal-satellite,pending,0,,
saulvaldelvira/http-server,saulvaldelvira,http-server,http-utils,success,1,,2025-11-20T00:48:55Z
saveoursecrets/sdk,saveoursecrets,sdk,sos-archive,pending,0,,
sayanarijit/termpixels,sayanarijit,termpixels,termpixels,pending,0,,
saying121/lcode,saying121,lcode,key_parse,pending,0,,
sbdchd/squawk,sbdchd,squawk,squawk-wasm,pending,0,,
sbruton/dtf,sbruton,dtf,dtf,success,1,,2025-11-20T00:52:51Z
scalesocket/scalesocket,scalesocket,scalesocket,scalesocket,pending,0,,
scamgi/cat-repo,scamgi,cat-repo,cat-repo,failed,1,git clone failed: Cloning into 'repos/scamgi/cat-repo'... | remote: Repository not found. | fatal: repository 'https://github.com/scamgi/cat-repo.git/' not found,2025-11-28T04:40:59Z
scanlime/bandsocks,scanlime,bandsocks,bandsocks-sand,failed,1,git clone failed: Cloning into 'repos/scanlime/bandsocks'... | remote: Repository not found. | fatal: repository 'https://github.com/scanlime/bandsocks.git/' not found,2025-11-28T04:38:47Z
scattered-systems/aether,scattered-systems,aether,aether-sdk,failed,1,git clone failed: Cloning into 'repos/scattered-systems/aether'... | remote: Repository not found. | fatal: repository 'https://github.com/scattered-systems/aether.git/' not found,2025-11-28T04:38:53Z
scattered-systems/scsys,scattered-systems,scsys,scsys-macros,pending,0,,
schell/apecs,schell,apecs,apecs-derive,success,1,,2025-11-28T04:40:46Z
schell/broomdog,schell,broomdog,broomdog,pending,0,,
schmidma/NoteMD,schmidma,NoteMD,notemd,success,1,,2025-11-20T00:38:18Z
schuermannator/lookout,schuermannator,lookout,lookout,pending,0,,
scott-wilson/opencolorio-sys,scott-wilson,opencolorio-sys,opencolorio-sys,pending,0,,
scpcbredux/b3d,scpcbredux,b3d,bevy_b3d,success,1,,2025-11-20T00:32:26Z
scrabsha/hackmd-rs,scrabsha,hackmd-rs,hackmd-rs,pending,0,,
scripturial/greek-syllables,scripturial,greek-syllables,greek-syllables,success,1,,2025-11-28T04:40:48Z
scttnlsn/ina219,scttnlsn,ina219,ina219,success,1,,2025-11-20T00:39:54Z
scufflecloud/scuffle,scufflecloud,scuffle,tinc-derive,success,1,,2025-11-20T00:32:59Z
scuffletv/rust-jwt,scuffletv,rust-jwt,jwt-next,success,1,,2025-11-28T04:38:59Z
seal/filetree-traversing,seal,filetree-traversing,filetree-traversing,pending,0,,
seal/kimage,seal,kimage,kimage,success,1,,2025-11-20T00:38:23Z
seanmonstar/num_cpus,seanmonstar,num_cpus,num_cpus,success,1,,2025-11-28T04:37:37Z
seanmonstar/pretty-env-logger,seanmonstar,pretty-env-logger,pretty_env_logger,success,1,,2025-11-28T04:37:35Z
seanmonstar/reqwest,seanmonstar,reqwest,reqwest,success,1,,2025-11-28T04:38:14Z
seanmonstar/warp,seanmonstar,warp,warp,success,1,,2025-11-28T04:38:27Z
sebastienrousseau/serde_yml,sebastienrousseau,serde_yml,serde_yml,success,1,,2025-11-28T04:40:45Z
sebosp/s2protocol-rs,sebosp,s2protocol-rs,s2protocol,success,1,,2025-11-20T00:38:54Z
sebschmi/abstract-datastructures-rs,sebschmi,abstract-datastructures-rs,traitgraph,success,1,,2025-11-28T04:41:17Z
sebschmi/template-switch-aligner,sebschmi,template-switch-aligner,generic_a_star,success,1,,2025-11-28T04:39:13Z
secana/archive,secana,archive,archive,success,1,,2025-11-28T04:41:51Z
selimserbes/rs-openshowvar,selimserbes,rs-openshowvar,rs_openshowvar,success,1,,2025-11-28T04:40:44Z
semtexzv/rpmtools,semtexzv,rpmtools,bindb,success,1,,2025-11-28T04:38:48Z
sephiroth74/logging-subscriber,sephiroth74,logging-subscriber,logging-subscriber,success,1,,2025-11-30T03:49:30Z
serai-dex/serai,serai-dex,serai,"ff-group-tests-mirror,monero-bulletproofs",pending,0,,
serde-rs/bytes,serde-rs,bytes,serde_bytes,success,1,,2025-11-28T04:38:15Z
serde-rs/json,serde-rs,json,serde_json,success,1,,2025-11-28T04:38:34Z
serde-rs/serde,serde-rs,serde,serde_derive-x86_64-unknown-linux-gnu,success,1,,2025-11-20T00:36:25Z
servo/core-foundation-rs,servo,core-foundation-rs,io-surface,success,1,,2025-11-20T00:46:26Z
servo/rust-fnv,servo,rust-fnv,fnv,success,1,,2025-11-28T04:37:38Z
servo/rust-smallvec,servo,rust-smallvec,smallvec,success,1,,2025-11-28T04:37:33Z
servo/rust-url,servo,rust-url,"percent-encoding,url",success,1,,2025-11-28T04:37:36Z
seuros/warpdrive,seuros,warpdrive,warpdrive-proxy,pending,0,,
sevagh/pq,sevagh,pq,stream_delimit,pending,0,,
sevenlabs-hq/carbon,sevenlabs-hq,carbon,carbon-helius-atlas-ws-datasource,success,1,,2025-11-20T00:35:44Z
sfackler/rust-native-tls,sfackler,rust-native-tls,native-tls,success,1,,2025-11-28T04:38:11Z
shadawck/actix-sitemap-rs,shadawck,actix-sitemap-rs,actix-sitemaps-rs,success,1,,2025-11-28T04:41:40Z
shadow-tls/rustls,shadow-tls,rustls,rustls-fork-shadow-tls,success,1,,2025-11-20T00:47:10Z
shanecelis/bevy_plane_cut,shanecelis,bevy_plane_cut,bevy_plane_cut,success,1,,2025-11-20T00:40:42Z
shanep/skrusty,shanep,skrusty,skrusty,pending,0,,
shawntabrizi/mdbook-mdinclude,shawntabrizi,mdbook-mdinclude,mdbook-mdinclude,success,1,,2025-11-20T00:48:09Z
shellrow/netroute,shellrow,netroute,netroute,pending,0,,
shellrow/ntap-db,shellrow,ntap-db,ntap-db-ipv4-country,pending,0,,
shellrow/webscan,shellrow,webscan,webscan,pending,0,,
shenek/streamson,shenek,streamson,streamson-futures,success,1,,2025-11-20T00:46:51Z
shepmaster/fuzzy-pickles,shepmaster,fuzzy-pickles,fuzzy-pickles,success,1,,2025-11-28T04:41:37Z
shiguredo/hisui,shiguredo,hisui,shiguredo_libvpx,success,1,,2025-11-20T00:32:32Z
shoot16625/s3_search,shoot16625,s3_search,s3_search,pending,0,,
shurizzle/linux-raw-vdso,shurizzle,linux-raw-vdso,linux-raw-vdso,pending,0,,
shuttle-hq/shuttle,shuttle-hq,shuttle,shuttle-axum,success,1,,2025-11-20T00:35:08Z
sicpa-dlab/didcomm-rust,sicpa-dlab,didcomm-rust,didcomm,pending,0,,
siddharthqs/RustyTrader,siddharthqs,RustyTrader,RustyTrader,success,1,,2025-11-28T04:39:03Z
sidemash/sdk-rust,sidemash,sdk-rust,sidemash-sdk,pending,0,,
signaes/json2str,signaes,json2str,json2str,success,1,,2025-11-28T04:40:08Z
siku2/yew-ansi,siku2,yew-ansi,yew-ansi,success,1,,2025-11-20T00:48:07Z
sile/consistent_hash,sile,consistent_hash,consistent_hash,pending,0,,
sile/hls_m3u8,sile,hls_m3u8,hls_m3u8,success,1,,2025-11-20T00:40:21Z
sileneundula/libborneo,sileneundula,libborneo,libborneo,pending,0,,
silvasch/notiz,silvasch,notiz,notiz,success,1,,2025-11-28T04:39:36Z
silversupreme/reckon,silversupreme,reckon,reckon,pending,0,,
simhyeon/gdlogue-rs,simhyeon,gdlogue-rs,gdlogue,success,1,,2025-11-20T00:35:15Z
simular-fi/simular-core,simular-fi,simular-core,simular-core,success,1,,2025-11-20T00:52:49Z
sir-earl/lucid-arena-sys,sir-earl,lucid-arena-sys,lucid-arena-sys,success,1,,2025-11-20T00:53:07Z
sjeohp/rust-glhelper,sjeohp,rust-glhelper,glhelper,success,1,,2025-11-28T04:39:16Z
sjfhsjfh/typst-wasm,sjfhsjfh,typst-wasm,typst-wasm-protocol,pending,0,,
sjrsjz/arc-gc,sjrsjz,arc-gc,rust-arc-gc,success,1,,2025-11-20T00:33:06Z
skorezore/rusterizer,skorezore,rusterizer,rusterizer,success,1,,2025-11-28T04:39:15Z
sleepstone/rainforest,sleepstone,rainforest,telo-lang,failed,2,git clone failed: Cloning into 'repos/sleepstone/rainforest'... | remote: Invalid username or token. Password authentication is not supported for Git operations. | fatal: Authentication failed for 'https://github.com/sleepstone/rainforest.git/',2025-11-20T01:06:34Z
slint-ui/document-features,slint-ui,document-features,document-features,success,1,,2025-11-28T04:37:58Z
slint-ui/slint,slint-ui,slint,"sixtyfps-build,const-field-offset-macro",success,1,,2025-11-28T04:39:21Z
slint/slint-ui,slint,slint-ui,tree-sitter-slint,pending,0,,
slowchop/console,slowchop,console,slowchop_console,pending,0,,
slowtec/bbfpromix,slowtec,bbfpromix,bbfpromix,pending,0,,
smedegaard/hip-rs,smedegaard,hip-rs,hip-rs,pending,0,,
smithy-lang/smithy-rs,smithy-lang,smithy-rs,"aws-sig-auth,aws-endpoint,aws-smithy-client,aws-runtime,aws-smithy-http-tower,aws-http,aws-smithy-async,aws-types,aws-config,aws-smithy-types,aws-credential-types,aws-smithy-json,aws-smithy-runtime,aws-smithy-http,aws-smithy-runtime-api",success,1,,2025-11-28T04:37:50Z
smol-rs/async-channel,smol-rs,async-channel,async-channel,success,1,,2025-11-28T04:38:26Z
smol-rs/concurrent-queue,smol-rs,concurrent-queue,concurrent-queue,pending,0,,
smol-rs/fastrand,smol-rs,fastrand,fastrand,success,1,,2025-11-28T04:38:13Z
smolkov/clai,smolkov,clai,clai,pending,0,,
snapview/tokio-tungstenite,snapview,tokio-tungstenite,tokio-tungstenite,success,1,,2025-11-28T04:38:24Z
snipsco/tract,snipsco,tract,tract-gpu,success,1,,2025-11-20T00:40:09Z
snipt/snipt,snipt,snipt,snipt,pending,0,,
sobelio/llm-chain,sobelio,llm-chain,llm-chain-openai-compatible,success,1,,2025-11-28T04:41:12Z
soc/directories-rs,soc,directories-rs,directories,success,1,,2025-11-28T04:37:57Z
soc/dirs-rs,soc,dirs-rs,dirs,success,1,,2025-11-28T04:37:57Z
soddygo/rs-voice-toolkit,soddygo,rs-voice-toolkit,rs-voice-toolkit-stt,success,1,,2025-11-20T00:32:25Z
softdevca/synthahol-babylon,softdevca,synthahol-babylon,synthahol-babylon,success,1,,2025-11-28T04:38:50Z
softprops/atty,softprops,atty,atty,success,1,,2025-11-28T04:37:42Z
softprops/travis,softprops,travis,travis,success,1,,2025-11-28T04:39:33Z
softstream-link/ouch,softstream-link,ouch,ouch_bindings_python,success,1,,2025-11-20T00:41:14Z
solana-labs/jsonrpc,solana-labs,jsonrpc,solana-jsonrpc-pubsub,success,1,,2025-11-28T04:39:53Z
solana-labs/solana,solana-labs,solana,solana-program-ed25519-dalek-bump,pending,0,,
solana-labs/solana-program-library,solana-labs,solana-program-library,spl-discriminator-derive,pending,0,,
solana-program/associated-token-account,solana-program,associated-token-account,spl-associated-token-account-interface,success,1,,2025-11-20T00:48:57Z
solana-program/libraries,solana-program,libraries,spl-program-error,success,1,,2025-11-28T04:40:17Z
solana-program/token-2022,solana-program,token-2022,spl-token-cli,success,1,,2025-11-28T04:40:26Z
sollimann/airsim-client,sollimann,airsim-client,airsim-client,success,1,,2025-11-28T04:39:03Z
solmateus/solstack,solmateus,solstack,solstack,success,1,,2025-11-28T04:41:41Z
sonicrules1234/ctrlc-handler,sonicrules1234,ctrlc-handler,ctrlc-handler,success,1,,2025-11-28T04:38:50Z
sorairolake/qrtool,sorairolake,qrtool,qrtool,success,1,,2025-11-28T04:41:34Z
soultice/tui-rs,soultice,tui-rs,gradient_tui_fork,pending,0,,
soupdevsolutions/pont,soupdevsolutions,pont,pont,pending,0,,
sozu-proxy/sozu,sozu-proxy,sozu,sozu,success,1,,2025-11-20T00:33:32Z
spartacoos/tinyml,spartacoos,tinyml,tinyml,pending,0,,
specta-rs/rspc,specta-rs,rspc,rspc-tauri,success,1,,2025-11-28T04:40:06Z
spencerwooo/bitsrun-rs,spencerwooo,bitsrun-rs,bitsrun,pending,0,,
spi-ca/kwd,spi-ca,kwd,kwd,success,1,,2025-11-20T00:39:58Z
spielrs/yew-styles-page,spielrs,yew-styles-page,yew_styles,success,1,,2025-11-28T04:41:29Z
splitline/krate,splitline,krate,splitline-minimal-krate,failed,2,git clone failed: Cloning into 'repos/splitline/krate'... | remote: Invalid username or token. Password authentication is not supported for Git operations. | fatal: Authentication failed for 'https://github.com/splitline/krate.git/',2025-11-20T01:06:33Z
spring-rs/spring-rs,spring-rs,spring-rs,spring-mail,success,1,,2025-11-20T00:48:08Z
srijs/rust-crc32fast,srijs,rust-crc32fast,crc32fast,success,1,,2025-11-20T00:34:28Z
srithon/unicode-prettytable,srithon,unicode-prettytable,unicode-prettytable,success,1,,2025-11-20T00:52:20Z
ssalonen/enum-repr-derive,ssalonen,enum-repr-derive,enum-repr-derive,pending,0,,
sstadick/perbase,sstadick,perbase,perbase,pending,0,,
stadiamaps/pmtiles-rs,stadiamaps,pmtiles-rs,pmtiles,success,1,,2025-11-28T04:40:45Z
stainless-steel/md5,stainless-steel,md5,md5,success,1,,2025-11-28T04:38:26Z
stainless-steel/sqlcipher-src,stainless-steel,sqlcipher-src,sqlcipher-src,pending,0,,
stakwork/sphinx-rs,stakwork,sphinx-rs,sphinx-glyph,pending,0,,
