key,owner,repo,crate_names,status,attempts,last_error,last_attempt_ts
console-rs/dialoguer,console-rs,dialoguer,dialoguer,success,1,,2025-11-28T04:38:25Z
console-rs/indicatif,console-rs,indicatif,indicatif,success,1,,2025-11-28T04:38:18Z
constellation-rs/amadeus,constellation-rs,amadeus,amadeus-derive,success,1,,2025-11-28T04:40:15Z
containerd/ttrpc-rust,containerd,ttrpc-rust,ttrpc-compiler,pending,0,,
containers/aardvark-dns,containers,aardvark-dns,aardvark-dns,success,1,,2025-11-20T00:46:38Z
containers/krunvm,containers,krunvm,krunvm,success,1,,2025-11-20T00:42:58Z
containers/netavark,containers,netavark,netavark,success,1,,2025-11-20T00:40:39Z
contentstech-com/crates,contentstech-com,crates,lazycsv,pending,0,,
cool-japan/optirs,cool-japan,optirs,optirs,pending,0,,
cool-japan/scirs,cool-japan,scirs,scirs2-series,pending,0,,
cool-japan/sklears,cool-japan,sklears,"sklears-svm,sklears-multiclass",pending,0,,
cool-japan/voirs,cool-japan,voirs,voirs-cli,success,1,,2025-11-28T04:40:11Z
corazza/egp,corazza,egp,egp,pending,0,,
coriolinus/calc,coriolinus,calc,calc,pending,0,,
cosmicoptima/qt,cosmicoptima,qt,qt,pending,0,,
cosmos/cosmos-sdk,cosmos,cosmos-sdk,ixc_core,pending,0,,
coupler-rs/vst3-rs,coupler-rs,vst3-rs,vst3,pending,0,,
cowboy8625/pygo,cowboy8625,pygo,pygo,pending,0,,
cpetig/wit-bindgen,cpetig,wit-bindgen,wit-bindgen-cpp,pending,0,,
cpg314/squashfs-async,cpg314,squashfs-async,squashfs-async,pending,0,,
cptpiepmatz/vfs-shadow,cptpiepmatz,vfs-shadow,vfs-shadow,pending,0,,
cr0sh/lc3-rs,cr0sh,lc3-rs,lc3-rs,pending,0,,
cr3eperall/dynisland-abi,cr3eperall,dynisland-abi,dynisland-abi,pending,0,,
crabby-utils/static_file_util,crabby-utils,static_file_util,static_file_util,success,1,,2025-11-20T00:33:37Z
craftweg/simulator,craftweg,simulator,simulator,failed,2,git clone failed: Cloning into 'repos/craftweg/simulator'... | remote: Invalid username or token. Password authentication is not supported for Git operations. | fatal: Authentication failed for 'https://github.com/craftweg/simulator.git/',2025-11-20T01:06:33Z
craftytrickster/mock_me,craftytrickster,mock_me,mock_me,success,1,,2025-11-28T04:39:37Z
craftytrickster/stubborn-io,craftytrickster,stubborn-io,stubborn-io,success,1,,2025-11-28T04:40:17Z
crate-crypto/rust-eth-kzg,crate-crypto,rust-eth-kzg,crate_crypto_kzg_multi_open_fk20,pending,0,,
creative-forest/lang-pt,creative-forest,lang-pt,lang_pt,success,1,,2025-11-20T00:32:27Z
crepub/rethm,crepub,rethm,rethm,failed,2,git clone failed: Cloning into 'repos/crepub/rethm'... | remote: Repository not found. | fatal: repository 'https://github.com/crepub/rethm.git/' not found,2025-11-20T01:06:36Z
crillab/pblib-rs,crillab,pblib-rs,pblib-rs,pending,0,,
cronos-so/cli,cronos-so,cli,cronos-cli,pending,0,,
crossbeam-rs/crossbeam,crossbeam-rs,crossbeam,crossbeam,success,1,,2025-11-20T00:46:33Z
crossterm-rs/crossterm,crossterm-rs,crossterm,crossterm,success,1,,2025-11-28T04:38:31Z
crumplecup/bears,crumplecup,bears,bears_health,pending,0,,
cryptechdev/wasm-deploy,cryptechdev,wasm-deploy,wasm-deploy,success,1,,2025-11-28T04:39:35Z
cssivision/raft-rs,cssivision,raft-rs,libraft,pending,0,,
csskit/csskit,csskit,csskit,csskit_transform,pending,0,,
cstkingkey/docx-rs,cstkingkey,docx-rs,docx-rust,success,1,,2025-11-28T04:40:25Z
cuipeiyu/consul-api,cuipeiyu,consul-api,consul-api,pending,0,,
curiousdannii/if-decompiler,curiousdannii,if-decompiler,if-decompiler,pending,0,,
cwarg/png_color_converter,cwarg,png_color_converter,png_color_converter,pending,0,,
cwfitzgerald/sarcasm-rs,cwfitzgerald,sarcasm-rs,sarcasm,success,1,,2025-11-28T04:41:05Z
cyb3rpsych0s1s/inkanim,cyb3rpsych0s1s,inkanim,inkanim,pending,0,,
cympfh/randcli,cympfh,randcli,randcli,success,1,,2025-11-20T00:46:25Z
cympletech/TDN,cympletech,TDN,eded,pending,0,,
cyphal-rs/cyphal,cyphal-rs,cyphal,cyphal-dsdl,pending,0,,
cyrup-ai/kodegen-utils,cyrup-ai,kodegen-utils,kodegen_utils,pending,0,,
d-e-s-o/test-log,d-e-s-o,test-log,test-log,success,1,,2025-11-28T04:38:12Z
d-k-bo/constructor-lite,d-k-bo,constructor-lite,constructor-lite,success,1,,2025-11-20T00:46:45Z
d4ckard/giveup,d4ckard,giveup,giveup,success,1,,2025-11-28T04:41:05Z
dEajL3kA/spare_buffer,dEajL3kA,spare_buffer,spare_buffer,success,1,,2025-11-20T00:41:10Z
dadleyy/battrs,dadleyy,battrs,battrs,success,1,,2025-11-28T04:38:52Z
daichiyoshimura/chrono-slots,daichiyoshimura,chrono-slots,chrono-slots,pending,0,,
daily-dose-of/leetcode,daily-dose-of,leetcode,leet_rs,pending,0,,
dalance/sdc-parser,dalance,sdc-parser,sdc-parser,pending,0,,
dalek-cryptography/curve25519-dalek,dalek-cryptography,curve25519-dalek,carbon-curve25519-dalek,success,1,,2025-11-20T00:33:32Z
dan-da/multi-rpc,dan-da,multi-rpc,multi-rpc,success,1,,2025-11-20T00:32:26Z
danburkert/procinfo-rs,danburkert,procinfo-rs,proc,success,1,,2025-11-28T04:39:12Z
dangreco/jean,dangreco,jean,jean_blosum,success,1,,2025-11-28T04:41:16Z
danielgerlag/powerfx-rust,danielgerlag,powerfx-rust,powerfx,pending,0,,
danielhenrymantilla/const-dispatch.rs,danielhenrymantilla,const-dispatch.rs,const-dispatch-proc_macros,success,1,,2025-11-28T04:39:03Z
danielhenrymantilla/ext-trait.rs,danielhenrymantilla,ext-trait.rs,ext-trait,success,1,,2025-11-28T04:40:20Z
danielhenrymantilla/ghosts.rs,danielhenrymantilla,ghosts.rs,ghosts-proc_macros,success,1,,2025-11-28T04:39:23Z
danielhstahl/fang_oost_option_rust,danielhstahl,fang_oost_option_rust,fang_oost_option,pending,0,,
danielzfranklin/seacan,danielzfranklin,seacan,seacan,pending,0,,
danijourdain/multichannel_audio,danijourdain,multichannel_audio,multichannel_audio,success,1,,2025-11-20T00:33:28Z
danmunson/levenshtein_lite,danmunson,levenshtein_lite,levenshtein_lite,success,1,,2025-11-20T00:40:38Z
danreeves/cargo-cmd,danreeves,cargo-cmd,cargo-cmd,pending,0,,
danyspin97/wpaperd,danyspin97,wpaperd,wpaperctl,pending,0,,
datapture/hereditary,datapture,hereditary,forwarding_gen,success,1,,2025-11-28T04:38:51Z
davidspies/arcpool,davidspies,arcpool,breadcrumb_channel,pending,0,,
dax-dot-gay/skyfall,dax-dot-gay,skyfall,libskyfall_macros,pending,0,,
dax-dot-gay/tauri-plugin-persistence,dax-dot-gay,tauri-plugin-persistence,tauri-plugin-persistence,success,1,,2025-11-28T04:41:36Z
dazza91/gear_combos,dazza91,gear_combos,gear_combos,pending,0,,
dbrgn/rusty-santa,dbrgn,rusty-santa,rusty-santa,pending,0,,
dcchut/async-recursion,dcchut,async-recursion,async-recursion,success,1,,2025-11-28T04:37:35Z
de-sh/audit-layer,de-sh,audit-layer,audit-layer,success,1,,2025-11-28T04:39:02Z
debris/tiny-keccak,debris,tiny-keccak,tari-tiny-keccak,success,1,,2025-11-28T04:41:35Z
declanvk/reckoner,declanvk,reckoner,creachadair-imath-sys,pending,0,,
deepbrain/superconfig,deepbrain,superconfig,logfusion,failed,2,git clone failed: Cloning into 'repos/deepbrain/superconfig'... | remote: Invalid username or token. Password authentication is not supported for Git operations. | fatal: Authentication failed for 'https://github.com/deepbrain/superconfig.git/',2025-11-20T01:06:33Z
deepgreenAN/sea-orm-newtype,deepgreenAN,sea-orm-newtype,sea-orm-newtype,success,1,,2025-11-20T00:39:59Z
deepthought/vectors,deepthought,vectors,vectors,pending,0,,
demml/scouter,demml,scouter,scouter-observability,success,1,,2025-11-28T04:39:25Z
denis-selimovic/bencode,denis-selimovic,bencode,bencode-encoder,success,1,,2025-11-28T04:39:06Z
denoland/deno,denoland,deno,deno_net,success,1,,2025-11-28T04:40:51Z
denote-dev/denote,denote-dev,denote,denote-operator,success,1,,2025-11-28T04:38:57Z
derekdreery/format_escape_default-rs,derekdreery,format_escape_default-rs,format_escape_default,pending,0,,
derekdreery/rust-dominator,derekdreery,rust-dominator,dominator2,success,1,,2025-11-28T04:41:10Z
dermesser/yup-oauth2,dermesser,yup-oauth2,yup-oauth2,success,1,,2025-11-28T04:38:19Z
dev-bio/ekko,dev-bio,ekko,ekko,success,1,,2025-11-28T04:39:56Z
dev-formata-io/stof-http,dev-formata-io,stof-http,stof-http,success,1,,2025-11-20T00:46:49Z
dev-logs/surrealdb-id,dev-logs,surrealdb-id,surrealdb_id,pending,0,,
devflowinc/ch-migrations,devflowinc,ch-migrations,chm,pending,0,,
devnetsec/rand_num_consensus,devnetsec,rand_num_consensus,rand_num_consensus,success,1,,2025-11-20T00:46:42Z
dfgordon/a2kit,dfgordon,a2kit,a2kit,pending,0,,
dfinity/papi,dfinity,papi,ic-cycles-ledger-client,success,1,,2025-11-20T00:46:42Z
dflemstr/femtopb,dflemstr,femtopb,femtopb-build,success,1,,2025-11-20T00:43:00Z
dflemstr/type-info,dflemstr,type-info,type-info-derive,pending,0,,
dfrg/fount,dfrg,fount,feta,pending,0,,
dhedey/preinterpret,dhedey,preinterpret,preinterpret,success,1,,2025-11-28T04:41:47Z
dhth/tbll,dhth,tbll,tbll,pending,0,,
digigaia/kudu,digigaia,kudu,kudune,pending,0,,
dimforge/nalgebra,dimforge,nalgebra,nalgebra,success,1,,2025-11-28T04:38:33Z
dinAlt/yatt,dinAlt,yatt,yatt_orm_derive,success,1,,2025-11-28T04:39:25Z
diondokter/device-driver,diondokter,device-driver,dd-manifest-tree,success,1,,2025-11-28T04:40:46Z
dirvine/rabin_ida,dirvine,rabin_ida,rabin_ida,success,1,,2025-11-28T04:39:04Z
dirvine/saorsa-gossip,dirvine,saorsa-gossip,saorsa-gossip-transport,pending,0,,
displexic/has-some-field,displexic,has-some-field,has-some-field,pending,0,,
divanvisagie/chat-gipity,divanvisagie,chat-gipity,cgip,pending,0,,
divi255/netsnmp-sys-nocrypto,divi255,netsnmp-sys-nocrypto,netsnmp-sys-nocrypto,pending,0,,
djakish/qyzanaq,djakish,qyzanaq,qyzanaq,failed,1,git clone failed: Cloning into 'repos/djakish/qyzanaq'... | remote: Invalid username or token. Password authentication is not supported for Git operations. | fatal: Authentication failed for 'https://github.com/djakish/qyzanaq.git/',2025-11-28T04:40:12Z
djc/rustc-version-rs,djc,rustc-version-rs,rustc_version,success,1,,2025-11-28T04:38:08Z
djc/topfew-rs,djc,topfew-rs,topfew,success,1,,2025-11-28T04:40:57Z
dkumsh/pipeline,dkumsh,pipeline,pipeline-dsl-macros,success,1,,2025-11-28T04:38:48Z
dluman/rusTy,dluman,rusTy,rusty,pending,0,,
dmarcuse/manual_future,dmarcuse,manual_future,manual_future,success,1,,2025-11-20T00:33:09Z
dmnsafonov/boolean-enums,dmnsafonov,boolean-enums,boolean-enums,success,1,,2025-11-20T00:52:08Z
dnsl48/skimmer,dnsl48,skimmer,skimmer,success,1,,2025-11-20T00:41:14Z
dnsl48/yamlette,dnsl48,yamlette,yamlette,success,1,,2025-11-28T04:40:15Z
dobby-dev/dobby,dobby-dev,dobby,dobby,success,1,,2025-11-20T00:38:27Z
docbox-nz/docbox,docbox-nz,docbox,docbox-management,pending,0,,
domain-independent-dp/didp-rs,domain-independent-dp,didp-rs,dypdl-heuristic-search,success,1,,2025-11-20T00:33:24Z
domodwyer/fastxdr,domodwyer,fastxdr,fastxdr,pending,0,,
domoritz/arrow-tools,domoritz,arrow-tools,json2arrow,success,1,,2025-11-28T04:39:09Z
dotcypress/klaptik,dotcypress,klaptik,klaptik,pending,0,,
dotenv-rs/dotenv,dotenv-rs,dotenv,dotenv,success,1,,2025-11-28T04:37:40Z
doubleopen-project/spdx-expression,doubleopen-project,spdx-expression,spdx-expression,pending,0,,
doubleopen-project/spdx-toolkit,doubleopen-project,spdx-toolkit,spdx-toolkit,pending,0,,
dpjungmin/starblox,dpjungmin,starblox,starblox,pending,0,,
dragazo/nb2pb,dragazo,nb2pb,nb2pb,pending,0,,
drivercraft/CrabUSB,drivercraft,CrabUSB,usb-if,success,1,,2025-11-20T00:41:16Z
drobin/nuts,drobin,nuts,nuts-tool,success,1,,2025-11-28T04:40:56Z
drogue-iot/drogue-ttn,drogue-iot,drogue-ttn,drogue-ttn,success,1,,2025-11-28T04:40:39Z
drone-os/drone-stm32-map,drone-os,drone-stm32-map,"drone-stm32-map-pieces-2,drone-stm32-map-pieces-10",success,1,,2025-11-30T03:49:33Z
drone-os/drone-sx1276,drone-os,drone-sx1276,drone-sx1276,failed,1,git clone failed: Cloning into 'repos/drone-os/drone-sx1276'... | remote: Repository not found. | fatal: repository 'https://github.com/drone-os/drone-sx1276.git/' not found,2025-11-28T04:39:02Z
drozdziak1/nip_core,drozdziak1,nip_core,nip_core,pending,0,,
drrlvn/loggest,drrlvn,loggest,loggest,success,1,,2025-11-28T04:39:22Z
dscottboggs/rust-classic-bitfield,dscottboggs,rust-classic-bitfield,classic-bitfield,pending,0,,
dswd/vpncloud,dswd,vpncloud,vpncloud,success,1,,2025-11-20T00:41:18Z
dtn7/dtn7-rs,dtn7,dtn7-rs,dtn7,success,1,,2025-11-20T00:36:42Z
dtolnay/anyhow,dtolnay,anyhow,anyhow,success,1,,2025-11-28T04:38:26Z
dtolnay/async-trait,dtolnay,async-trait,async-trait,success,1,,2025-11-28T04:37:52Z
dtolnay/cargo-rm,dtolnay,cargo-rm,cargo-rm,pending,0,,
dtolnay/hackfn,dtolnay,hackfn,hackfn,pending,0,,
dtolnay/indoc,dtolnay,indoc,indoc,success,1,,2025-11-28T04:38:32Z
dtolnay/paste,dtolnay,paste,paste,success,1,,2025-11-28T04:37:38Z
dtolnay/proc-macro2,dtolnay,proc-macro2,proc-macro2,success,1,,2025-11-28T04:37:51Z
dtolnay/quote,dtolnay,quote,quote,success,1,,2025-11-28T04:38:24Z
dtolnay/rustversion,dtolnay,rustversion,rustversion,success,1,,2025-11-28T04:38:10Z
dtolnay/semver,dtolnay,semver,semver,success,1,,2025-11-28T04:37:53Z
dtolnay/serde-ignored,dtolnay,serde-ignored,serde_ignored,success,1,,2025-11-20T00:40:38Z
dtolnay/serde-repr,dtolnay,serde-repr,serde_repr,success,1,,2025-11-28T04:37:33Z
dtolnay/serde-yaml,dtolnay,serde-yaml,serde_yaml,success,1,,2025-11-28T04:37:34Z
dtolnay/syn,dtolnay,syn,syn,success,1,,2025-11-28T04:38:37Z
dtolnay/thiserror,dtolnay,thiserror,thiserror,success,1,,2025-11-20T00:40:11Z
dtolnay/trybuild,dtolnay,trybuild,trybuild,success,1,,2025-11-28T04:37:34Z
dudykr/ddbase,dudykr,ddbase,appcore-cli,pending,0,,
duesee/smtp-codec,duesee,smtp-codec,smtp-codec,success,1,,2025-11-28T04:39:52Z
duniter-rs/wotb,duniter-rs,wotb,duniter-rs-wotb,failed,1,git clone failed: Cloning into 'repos/duniter-rs/wotb'... | remote: Repository not found. | fatal: repository 'https://github.com/duniter-rs/wotb.git/' not found,2025-11-28T04:39:06Z
dusk-network/bls12_381,dusk-network,bls12_381,fullcodec-bls12_381,pending,0,,
dvdplm/rust-hsluv,dvdplm,rust-hsluv,rust-hsluv,pending,0,,
dvidbruhm/rusty-todo,dvidbruhm,rusty-todo,rusty-todo,success,1,,2025-11-20T00:33:02Z
dxrcy/everygarf,dxrcy,everygarf,everygarf,pending,0,,
e0328eric/xilo,e0328eric,xilo,xilo,pending,0,,
e9571/e9571_lib1,e9571,e9571_lib1,e9571_lib1,pending,0,,
easy-install/easy-install,easy-install,easy-install,easy-install,success,1,,2025-11-20T00:40:58Z
eatenpancreas/superenvy,eatenpancreas,superenvy,superenvy,success,1,,2025-11-20T00:40:48Z
ecarrara/fsync-rs,ecarrara,fsync-rs,fsync,pending,0,,
eclipse-iceoryx/iceoryx2,eclipse-iceoryx,iceoryx2,iceoryx2_pal_concurrency_primitives,success,1,,2025-11-28T04:41:42Z
eclipse-zenoh/zenoh,eclipse-zenoh,zenoh,zenoh-link-tls,pending,0,,
eclipse-zenoh/zenoh-backend-s3,eclipse-zenoh,zenoh-backend-s3,zenoh-backend-s3,pending,0,,
eclipse-zenoh/zenoh-flow,eclipse-zenoh,zenoh-flow,zenoh-flow-records,success,1,,2025-11-28T04:41:39Z
ecoskey/gigs,ecoskey,gigs,gigs,pending,0,,
eda-rs/yamm-sys,eda-rs,yamm-sys,yamm-sys,success,1,,2025-11-28T04:38:51Z
editnori/toneguard,editnori,toneguard,dwg-cli,success,1,,2025-11-20T00:48:40Z
edmccard/tvis,edmccard,tvis,stijl,success,1,,2025-11-30T03:49:33Z
eds-collabora/boulder-rs,eds-collabora,boulder-rs,boulder_derive,success,1,,2025-11-28T04:41:47Z
eendroroy/amazeing,eendroroy,amazeing,amazeing,pending,0,,
eero-lehtinen/oklch-color-picker,eero-lehtinen,oklch-color-picker,oklch-color-picker,success,1,,2025-11-20T00:49:17Z
efahnjoe/dxc,efahnjoe,dxc,dxc-utils,pending,0,,
efm32-rs/efm32tg-pacs,efm32-rs,efm32tg-pacs,efm32tg825-pac,success,1,,2025-11-28T04:41:35Z
efm32-rs/efm32wg-pacs,efm32-rs,efm32wg-pacs,efm32wg-pac,pending,0,,
eftychis/distributed_rate_limiter,eftychis,distributed_rate_limiter,distributed_rate_limiter,success,1,,2025-11-28T04:40:58Z
ege0x77czz/rust-discord-selfbot,ege0x77czz,rust-discord-selfbot,discord-selfbot,success,1,,2025-11-20T00:47:40Z
ehoac/db_derive,ehoac,db_derive,db_meta_derive,failed,1,git clone failed: Cloning into 'repos/ehoac/db_derive'... | remote: Repository not found. | fatal: repository 'https://github.com/ehoac/db_derive.git/' not found,2025-11-28T04:40:28Z
eigenraven/vk-mem-3-erupt,eigenraven,vk-mem-3-erupt,vk-mem-3-erupt,success,1,,2025-11-20T00:33:37Z
eigerco/beetswap,eigerco,beetswap,beetswap,success,1,,2025-11-28T04:40:45Z
ekzhang/sshx,ekzhang,sshx,sshx,pending,0,,
eldruin/veml6070-rs,eldruin,veml6070-rs,veml6070,success,1,,2025-11-28T04:40:07Z
emabee/sequential,emabee,sequential,sequential,pending,0,,
embassy-rs/embassy,embassy-rs,embassy,embassy-net-nrf91,success,1,,2025-11-28T04:38:44Z
embassy-rs/rp-pac,embassy-rs,rp-pac,rp-pac,success,1,,2025-11-28T04:40:18Z
embedded-graphics/embedded-text,embedded-graphics,embedded-text,embedded-text,pending,0,,
embedded-wasm/spec,embedded-wasm,spec,wasm-embedded-spec,success,1,,2025-11-28T04:39:32Z
emilk/egui,emilk,egui,egui,success,1,,2025-11-28T04:37:51Z
eminence/procfs,eminence,procfs,procfs-core,success,1,,2025-11-28T04:40:49Z
emnrdl/bevy_houdini_loader,emnrdl,bevy_houdini_loader,bevy_houdini_loader,success,1,,2025-11-20T00:33:15Z
emo-crab/slinger,emo-crab,slinger,slinger,success,1,,2025-11-28T04:39:45Z
emschwartz/moro,emschwartz,moro,moro-local,pending,0,,
enarx/enarx,enarx,enarx,enarx-exec-wasmtime,success,1,,2025-11-28T04:39:08Z
engusmaze/noilib-simple-rs,engusmaze,noilib-simple-rs,noilib-simple,success,1,,2025-11-28T04:38:43Z
entropylost/sefirot,entropylost,sefirot,sefirot,pending,0,,
enzious/diff2html,enzious,diff2html,diff2html,success,1,,2025-11-28T04:39:16Z
epi052/feroxfuzz,epi052,feroxfuzz,feroxfuzz,pending,0,,
epsimatt/mlog,epsimatt,mlog,mlog,pending,0,,
erdavila/ssv-rs,erdavila,ssv-rs,ssv,success,1,,2025-11-28T04:39:03Z
erenyesilyurt/color-palettes,erenyesilyurt,color-palettes,color-palettes,success,1,,2025-11-28T04:41:44Z
ergorusty/macroscope,ergorusty,macroscope,macroscope,pending,0,,
ergorusty/valued,ergorusty,valued,valued,success,1,,2025-11-20T00:48:06Z
eric-wood/wm8731,eric-wood,wm8731,wm8731,pending,0,,
erikwilson/cowbird,erikwilson,cowbird,cowbird,pending,0,,
ermak-dev/cloudpub,ermak-dev,cloudpub,cloudpub-common,success,1,,2025-11-28T04:38:48Z
errantmind/faf-syscall,errantmind,faf-syscall,faf-syscall,pending,0,,
erwanM974/autour_process,erwanM974,autour_process,autour_process,success,1,,2025-11-28T04:39:12Z
esaminu/chain-signatures-solana,esaminu,chain-signatures-solana,chain-signatures,failed,1,git clone failed: Cloning into 'repos/esaminu/chain-signatures-solana'... | remote: Invalid username or token. Password authentication is not supported for Git operations. | fatal: Authentication failed for 'https://github.com/esaminu/chain-signatures-solana.git/',2025-11-28T04:39:00Z
esposm03/xcursor-rs,esposm03,xcursor-rs,xcursor,pending,0,,
est31/warnalyzer,est31,warnalyzer,warnalyzer,success,1,,2025-11-28T04:38:51Z
estchd/passable_guard,estchd,passable_guard,passable_guard,pending,0,,
esteinig/nanoq,esteinig,nanoq,nanoq,pending,0,,
estokes/poolshark,estokes,poolshark,poolshark_derive,success,1,,2025-11-20T00:43:39Z
etemesi254/zune-image,etemesi254,zune-image,zune-bmp,success,1,,2025-11-28T04:41:23Z
eth-p/sh-builtin-rs,eth-p,sh-builtin-rs,sh-builtin-bash-proc,pending,0,,
ethanuppal/swim-clean-all,ethanuppal,swim-clean-all,swim-clean-all,pending,0,,
ethereumproject/etcommon,ethereumproject,etcommon,etcommon-util,pending,0,,
ethereumproject/etcommon-rs,ethereumproject,etcommon-rs,etcommon-trie-test,success,1,,2025-11-28T04:39:11Z
ethereumproject/evm-rs,ethereumproject,evm-rs,evm-network-musicoin,pending,0,,
eugenehp/llama-cpp-rs,eugenehp,llama-cpp-rs,llama-cpp-4,success,1,,2025-11-28T04:39:36Z
euphrasiologist/nu_plugin_plot,euphrasiologist,nu_plugin_plot,nu_plugin_plot,pending,0,,
evgenyigumnov/cblt,evgenyigumnov,cblt,cblt,pending,0,,
ewpratten/netbrowse,ewpratten,netbrowse,netbrowse,pending,0,,
eyre-rs/eyre,eyre-rs,eyre,"eyre,color-eyre",success,1,,2025-11-28T04:37:36Z
ezrosent/allocators-rs,ezrosent,allocators-rs,bagpipe,success,1,,2025-11-28T04:40:28Z
f0rr0/pglite-oxide,f0rr0,pglite-oxide,pglite-oxide,pending,0,,
fabianboesiger/dekker,fabianboesiger,dekker,dekker,success,1,,2025-11-20T00:48:05Z
fabiandiez/confine-rs,fabiandiez,confine-rs,confine-builder,success,1,,2025-11-28T04:41:01Z
facebookincubator/smt2utils,facebookincubator,smt2utils,smt2parser,success,1,,2025-11-20T00:33:04Z
facet-rs/facet,facet-rs,facet,facet-reflect,success,1,,2025-11-28T04:41:04Z
facet-rs/facet-csv,facet-rs,facet-csv,facet-csv,success,1,,2025-11-20T00:48:59Z
fadedreams/rssafecircuit,fadedreams,rssafecircuit,rssafecircuit,pending,0,,
fairyvoid/lateformat.rs,fairyvoid,lateformat.rs,fairyvoid-lateformat,pending,0,,
faradayio/geocode-csv,faradayio,geocode-csv,libpostal-rust,success,1,,2025-11-28T04:39:56Z
